b'Releasing our new Concept Film WAR?\n\nAfter Pulwana Attack in India and Air Strike in Pakistan people started encour\xe2\x80\xa6 https://t.co/UDKEL0bdld'
b'35 days ago heard a horrendous news of #pulwana terror attack \nAnd now here playing with colors enjoying and celebr\xe2\x80\xa6 https://t.co/8FfWcp0t1p'
b'https://t.co/qzllGGI1XC\n\nPulwana Attack ke baad kuch shabd sun lo \xf0\x9f\x96\xa4\n\n#Share pls'
b'RT @katjuPCI: Modi did not eat anything after Pulwana terror attack but has hosted gala dinner for someone who donated $20 billion to Pakis\xe2\x80\xa6'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'Have been saying it for far too long. Pulwana attack needs to be investigated as to why air transport was denied an\xe2\x80\xa6 https://t.co/DsuR3rZ7Tl'
"b'@kjsingh2 @rajanandbjp Silent majority never create history but only the deviant minority create history. Nazism, c\xe2\x80\xa6 https://t.co/VzAtG3ynoJ'"
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'@JhaSanjay Sir the head chowkidar is so busy with this stupid campaign of adding a suffix of chowkidar that he hasn\xe2\x80\xa6 https://t.co/WHFGhge6qf'
"b'RT @sreesanth36: So Shocked and saddened by the\n brutal and coward terror attack on our Jawans,the #CRPF personnel in #Pulwana. May their s\xe2\x80\xa6'"
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'@Tahira6247 @priyankachopra @youthisb1 @nickjonas * cough cough *\nPulwana attack'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'RT @BrarkamaljitS: Punjab Youth Congress organised a candle  March in Sector 17 Chandigarh to pay tribute to the martyrs condemning the dea\xe2\x80\xa6'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'RT @IndiainNewYork: The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to @Bhara\xe2\x80\xa6'
b'The US$ 1million raised by Vivek Patel through @facebook after the Pulwana terror attack is being transferred to\xe2\x80\xa6 https://t.co/BsmZfGzd6G'
b'@gayathriraguram Seeman was speeking for Pakistan and saying attacking Pakistan is like attaking your own son. He c\xe2\x80\xa6 https://t.co/5beDryXbAV'
"b""@karthickselvaa \n\nwhy you didn't inform the pulwana attack on 40 person death is a planned attempted murder.\nwitht\xe2\x80\xa6 https://t.co/ZUxWBh9bi0"""
b'Why shok on death of corrupt politician but not when CRPF Jawan martyred in Pulwana terror attack?'
b'@priyankac19 Why shok on death of corrupt politician but not when CRPF Jawan martyred in Pulwana terror attack?'
b'@Tatva25188133 @pewdiepie Heyy u do know that the Pulwana attack is not a terrorist attack.. (might be wrong)'
"b'RT @The1Hbk: Ram Mandir is in pending, People forgot Pulwana Attack, LW have stopped asking Airstrike proofs.\n\nNow We INDIANS are masquerad\xe2\x80\xa6'"
